Frame_No,Template_No,x,y,mx,my
256,2,215,226,248.72234,236.88841
256,3,368,194,394.9067,202.26042
256,4,675,218,697.3579,217.6166
256,5,1062,48,1088.1407,37.702976
256,6,818,434,847.50665,430.21503
257,1,100,237,139.38058,249.70396
257,2,215,226,249.63579,236.94476
257,3,368,194,395.96878,202.34334
257,4,675,218,698.4631,217.80661
257,5,1062,48,1089.5826,38.001984
257,6,818,434,848.36176,430.51056
258,1,100,237,141.0257,249.98119
258,2,215,226,251.13531,237.1063
258,3,368,194,397.8876,202.57658
258,4,675,218,700.17316,218.05734
258,5,1062,48,1091.3208,38.212402
258,6,818,434,850.16144,430.8854
259,1,100,237,142.05516,249.95493
259,2,215,226,252.2038,237.03471
259,3,368,194,398.86472,202.64888
259,4,675,218,701.1666,218.11766
259,5,1062,48,1092.0775,38.251328
259,6,818,434,851.0945,430.94116
260,1,100,237,142.79605,250.1557
260,2,215,226,253.01651,237.31729
260,3,368,194,399.62195,202.88852
260,4,675,218,701.9384,218.37369
260,5,1062,48,1093.0665,38.299286
260,6,818,434,852.06885,430.93692
261,1,100,237,143.50903,250.02536
261,2,215,226,253.50067,237.19025
261,3,368,194,400.0021,202.51324
261,4,675,218,702.4551,217.80592
261,5,1062,48,1093.6732,37.55812
261,6,818,434,852.8885,430.5488
262,1,100,237,144.04208,249.74031
262,2,215,226,254.21164,236.71414
262,3,368,194,400.57376,202.25108
262,4,675,218,703.00665,217.4887
262,5,1062,48,1094.6681,36.860218
262,6,818,434,853.1506,430.13324
263,1,100,237,145.0469,249.7279
263,2,215,226,255.1933,236.75381
263,3,368,194,401.7115,202.21893
263,4,675,218,704.48956,217.58156
263,5,1062,48,1095.9714,37.050613
263,6,818,434,854.1937,430.3131
264,1,100,237,145.77756,249.8556
264,2,215,226,255.7823,236.83136
264,3,368,194,402.101,202.22226
264,4,675,218,705.1442,217.6848
264,5,1062,48,1096.587,36.92074
264,6,818,434,854.9298,430.58942
265,1,100,237,146.10065,249.67067
265,2,215,226,256.18472,236.49371
265,3,368,194,402.8043,202.07582
265,4,675,218,705.4701,217.10208
265,5,1062,48,1097.1575,36.367035
265,6,818,434,855.3221,430.10242
266,1,100,237,146.48926,250.06068
266,2,215,226,256.80914,237.04715
266,3,368,194,403.03098,202.38554
266,4,675,218,706.0886,217.7741
266,5,1062,48,1097.48,36.531635
266,6,818,434,855.9369,430.31525
267,1,100,237,146.41074,250.10684
267,2,215,226,256.62152,237.19608
267,3,368,194,403.02313,202.46126
267,4,675,218,705.9554,217.79286
267,5,1062,48,1097.2195,36.318893
267,6,818,434,856.0396,430.32413
268,1,100,237,147.58008,250.24983
268,2,215,226,257.7038,237.15733
268,3,368,194,404.03897,202.22215
268,4,675,218,707.00775,217.66724
268,5,1062,48,1098.4209,35.91339
268,6,818,434,856.8474,430.2475
269,1,100,237,147.85449,250.81535
269,2,215,226,257.85825,237.64053
269,3,368,194,404.12903,202.7451
269,4,675,218,706.9852,217.7964
269,5,1062,48,1098.6482,35.917953
269,6,818,434,857.2422,430.5085
270,1,100,237,148.57832,250.82378
270,2,215,226,258.5155,237.67406
270,3,368,194,404.7567,202.8037
270,4,675,218,707.61115,217.84155
270,5,1062,48,1099.3,35.619522
270,6,818,434,857.5096,430.37186
271,1,100,237,149.17223,250.71014
271,2,215,226,259.1692,237.66617
271,3,368,194,405.34,202.73248
271,4,675,218,708.4247,217.61275
271,5,1062,48,1100.2821,35.62283
271,6,818,434,858.20447,430.23904
272,1,100,237,149.29631,250.3463
272,2,215,226,259.35748,237.13954
272,3,368,194,405.55133,202.34082
272,4,675,218,708.37476,216.92546
272,5,1062,48,1100.5629,34.878773
272,6,818,434,858.81165,429.60617
273,1,100,237,149.50052,251.0321
273,2,215,226,259.43097,237.741
273,3,368,194,405.7073,202.86305
273,4,675,218,708.6714,217.79881
273,5,1062,48,1100.7898,35.00642
273,6,818,434,858.91046,429.96005
274,1,100,237,149.75143,250.84186
274,2,215,226,259.84137,237.50108
274,3,368,194,405.84723,202.49454
274,4,675,218,708.954,217.09167
274,5,1062,48,1101.212,34.128075
274,6,818,434,859.2069,429.3205
275,1,100,237,150.76163,250.57147
275,2,215,226,260.6494,237.21823
275,3,368,194,406.98782,202.13196
275,4,675,218,710.2513,216.56206
275,5,1062,48,1102.3517,33.632927
275,6,818,434,860.56647,428.99194
276,1,100,237,150.19498,250.86089
276,2,215,226,260.3134,237.50076
276,3,368,194,406.70447,202.31927
276,4,675,218,709.8838,216.86505
276,5,1062,48,1102.1726,33.588554
276,6,818,434,859.9772,429.38162
277,1,100,237,150.50275,251.07918
277,2,215,226,260.83014,237.6807
277,3,368,194,407.19922,202.40689
277,4,675,218,710.5431,217.07906
277,5,1062,48,1102.639,33.690357
277,6,818,434,860.64124,429.54846
278,1,100,237,150.50359,251.05705
278,2,215,226,260.86676,237.73822
278,3,368,194,407.8194,202.56294
278,4,675,218,710.80414,217.17491
278,5,1062,48,1102.795,34.032417
278,6,818,434,860.80426,429.87286
279,1,100,237,150.21292,250.45154
279,2,215,226,260.70172,237.2761
279,3,368,194,407.5785,202.10461
279,4,675,218,710.9153,216.94363
279,5,1062,48,1102.524,33.849213
279,6,818,434,860.9371,429.61606
280,1,100,237,150.36809,250.00648
280,2,215,226,260.8591,236.87328
280,3,368,194,407.9684,201.85226
280,4,675,218,711.302,216.6349
280,5,1062,48,1102.5718,34.14565
280,6,818,434,860.64667,429.44928
281,1,100,237,150.39667,249.71214
281,2,215,226,260.8412,236.47739
281,3,368,194,408.1315,201.62448
281,4,675,218,711.32947,216.62431
281,5,1062,48,1102.5698,34.613827
281,6,818,434,860.92645,429.61084
282,1,100,237,150.2053,249.36052
282,2,215,226,260.90036,236.24011
282,3,368,194,408.00943,201.35971
282,4,675,218,711.4723,216.56926
282,5,1062,48,1102.1395,34.843876
282,6,818,434,860.76794,429.3675
283,1,100,237,150.29654,249.76068
283,2,215,226,260.8722,236.44899
283,3,368,194,408.3043,201.54909
283,4,675,218,711.3355,216.72054
283,5,1062,48,1101.7477,35.286858
283,6,818,434,861.0429,429.65677
284,1,100,237,150.58604,249.76234
284,2,215,226,261.1598,236.33473
284,3,368,194,408.2829,201.40408
284,4,675,218,711.78033,216.8171
284,5,1062,48,1101.7218,35.041817
284,6,818,434,861.4375,429.0352
285,1,100,237,150.91586,249.55942
285,2,215,226,261.5172,236.29234
285,3,368,194,408.44092,201.2529
285,4,675,218,711.545,216.29654
285,5,1062,48,1101.7181,34.551598
285,6,818,434,861.73505,428.69937
286,1,100,237,150.40848,249.19702
286,2,215,226,261.11157,235.92044
286,3,368,194,408.16763,200.93098
286,4,675,218,711.37103,215.74768
286,5,1062,48,1101.4371,34.277386
286,6,818,434,861.06647,428.1464
287,1,100,237,150.4689,249.71434
287,2,215,226,261.06268,236.37456
287,3,368,194,408.12012,201.38095
287,4,675,218,711.1545,216.22311
287,5,1062,48,1101.4608,34.567387
287,6,818,434,860.8447,428.6494
288,1,100,237,150.51013,249.2285
288,2,215,226,261.56464,235.96373
288,3,368,194,408.80722,200.92754
288,4,675,218,712.0106,215.89569
288,5,1062,48,1101.9204,34.310127
288,6,818,434,861.24084,428.00436
289,1,100,237,150.53252,249.15216
289,2,215,226,261.50116,235.9763
289,3,368,194,408.85016,200.9958
289,4,675,218,711.8614,216.04404
289,5,1062,48,1101.886,34.768875
289,6,818,434,861.3991,428.07907
290,1,100,237,149.99579,248.71751
290,2,215,226,260.80838,235.43764
290,3,368,194,408.5107,200.72284
290,4,675,218,711.656,215.98616
290,5,1062,48,1101.4089,34.747936
290,6,818,434,860.97437,428.10773
291,1,100,237,150.31499,248.66049
291,2,215,226,261.36658,235.25288
291,3,368,194,409.0979,200.5337
291,4,675,218,712.1664,215.81894
291,5,1062,48,1101.7794,34.831337
291,6,818,434,861.68506,428.1648
292,1,100,237,150.01535,249.10098
292,2,215,226,261.2374,235.92628
292,3,368,194,408.73462,201.05392
292,4,675,218,711.8851,216.41992
292,5,1062,48,1101.4863,35.431805
292,6,818,434,861.299,428.36395
293,1,100,237,150.25948,248.94298
293,2,215,226,261.42773,235.66649
293,3,368,194,409.02405,200.74222
293,4,675,218,712.28705,215.82378
293,5,1062,48,1101.4668,34.758156
293,6,818,434,861.8618,428.14197
294,1,100,237,150.23022,248.90869
294,2,215,226,261.39362,235.60847
294,3,368,194,408.98325,200.76913
294,4,675,218,712.23737,215.75067
294,5,1062,48,1101.258,34.761093
294,6,818,434,861.9517,427.82245
295,1,100,237,150.11691,249.1106
295,2,215,226,261.35706,235.69945
295,3,368,194,408.9271,200.77158
295,4,675,218,712.1923,215.66962
295,5,1062,48,1101.2034,34.26707
295,6,818,434,862.0552,427.7456
296,1,100,237,150.07138,249.28755
296,2,215,226,261.197,235.97238
296,3,368,194,408.92014,200.78793
296,4,675,218,712.1622,215.61244
296,5,1062,48,1101.1699,34.02981
296,6,818,434,862.23346,427.70706
297,1,100,237,150.03339,249.7393
297,2,215,226,260.96442,236.14601
297,3,368,194,408.43655,200.82718
297,4,675,218,711.8893,215.59671
297,5,1062,48,1100.4745,33.51274
297,6,818,434,862.2532,427.56775
298,1,100,237,150.20654,249.20854
298,2,215,226,261.32095,235.74379
298,3,368,194,408.3189,200.24962
298,4,675,218,711.7483,214.91264
298,5,1062,48,1100.3993,32.73069
298,6,818,434,861.94617,426.34174
299,1,100,237,150.53087,249.34549
299,2,215,226,261.46716,235.74065
299,3,368,194,408.6123,200.39755
299,4,675,218,711.97186,214.77025
299,5,1062,48,1100.5878,32.522232
299,6,818,434,862.26495,426.3077
300,1,100,237,150.56062,249.3289
300,2,215,226,261.5144,235.79198
300,3,368,194,408.68378,200.48537
300,4,675,218,712.03754,214.96593
300,5,1062,48,1101.0485,33.0783
300,6,818,434,862.1549,426.50723
301,1,100,237,150.35559,249.03163
301,2,215,226,261.4877,235.60294
301,3,368,194,408.77823,200.48862
301,4,675,218,712.11255,215.13531
301,5,1062,48,1101.5193,33.57205
301,6,818,434,861.709,427.10516
302,1,100,237,150.27829,248.77657
302,2,215,226,261.34027,235.47118
302,3,368,194,409.0861,200.27399
302,4,675,218,712.4515,215.08405
302,5,1062,48,1101.7128,34.022614
302,6,818,434,861.8357,427.2236
303,1,100,237,149.89673,248.2131
303,2,215,226,261.18442,234.89389
303,3,368,194,409.09717,199.65762
303,4,675,218,712.51733,215.36092
303,5,1062,48,1101.5011,33.845924
303,6,818,434,861.91095,427.09604
304,1,100,237,149.96936,248.2936
304,2,215,226,261.41376,234.9868
304,3,368,194,409.25916,199.92686
304,4,675,218,712.98773,215.53159
304,5,1062,48,1101.5126,34.78457
304,6,818,434,862.32513,427.58344
305,1,100,237,150.0458,247.79962
305,2,215,226,261.40723,234.5639
305,3,368,194,409.3443,199.6584
305,4,675,218,712.6187,215.38217
305,5,1062,48,1101.4728,34.605537
305,6,818,434,862.23663,427.5252
306,1,100,237,150.66003,248.11612
306,2,215,226,261.94934,234.91783
306,3,368,194,409.9235,199.98462
306,4,675,218,713.3333,215.52777
306,5,1062,48,1101.9323,34.996353
306,6,818,434,862.7472,427.64825
307,1,100,237,150.7941,248.0608
307,2,215,226,262.06488,234.75912
307,3,368,194,410.1398,199.7502
307,4,675,218,713.2952,215.04433
307,5,1062,48,1101.8816,34.611977
307,6,818,434,862.5556,427.31314
308,1,100,237,150.66745,248.14276
308,2,215,226,261.9928,234.8908
308,3,368,194,409.89096,199.88998
308,4,675,218,713.3133,215.0195
308,5,1062,48,1101.7251,34.431145
308,6,818,434,862.6887,427.1508
309,1,100,237,150.83875,248.21518
309,2,215,226,262.04456,234.87476
309,3,368,194,410.0187,199.86757
309,4,675,218,713.5263,215.14113
309,5,1062,48,1101.6976,33.82241
309,6,818,434,862.9019,426.93625
310,1,100,237,151.40253,248.51294
310,2,215,226,262.57642,235.26009
310,3,368,194,410.36768,200.07118
310,4,675,218,713.78613,215.22505
310,5,1062,48,1102.2908,34.20161
310,6,818,434,862.9859,427.18314
311,1,100,237,150.64674,248.1757
311,2,215,226,261.98584,234.89363
311,3,368,194,410.10355,199.88028
311,4,675,218,713.58167,215.24017
311,5,1062,48,1102.151,34.2192
311,6,818,434,862.5293,427.39084
312,1,100,237,150.60864,248.13676
312,2,215,226,261.99762,234.8666
312,3,368,194,410.14713,199.87148
312,4,675,218,713.6752,215.27956
312,5,1062,48,1102.1569,34.868675
312,6,818,434,862.5441,427.35214
313,1,100,237,150.56999,248.1008
313,2,215,226,262.0111,234.83847
313,3,368,194,410.1925,199.86388
313,4,675,218,713.77466,215.29755
313,5,1062,48,1102.1577,34.86584
313,6,818,434,862.7393,427.34637
314,1,100,237,150.59735,248.09727
314,2,215,226,262.08258,234.78296
314,3,368,194,410.26974,199.88736
314,4,675,218,713.84875,215.24718
314,5,1062,48,1101.9436,34.883022
314,6,818,434,862.81464,427.27664
315,1,100,237,150.63109,248.0877
315,2,215,226,262.17493,234.74638
315,3,368,194,410.5669,199.98015
315,4,675,218,714.1167,215.11232
315,5,1062,48,1102.4125,34.719727
315,6,818,434,862.9163,427.25784
316,1,100,237,150.68378,248.04942
316,2,215,226,262.25098,234.62303
316,3,368,194,410.91315,199.54375
316,4,675,218,714.4835,214.76797
316,5,1062,48,1102.7009,34.188667
316,6,818,434,863.05505,427.12518
317,1,100,237,150.52469,247.89948
317,2,215,226,262.03943,234.39513
317,3,368,194,410.5257,199.49391
317,4,675,218,714.4155,214.77219
317,5,1062,48,1102.0216,34.216522
317,6,818,434,863.0575,426.93268
318,1,100,237,150.80684,247.9997
318,2,215,226,262.5606,234.77028
318,3,368,194,410.96155,199.60873
318,4,675,218,714.6633,215.18439
318,5,1062,48,1102.1703,34.70037
318,6,818,434,863.5144,426.93796
319,1,100,237,150.88348,247.77348
319,2,215,226,262.69452,234.56804
319,3,368,194,410.8078,199.46614
319,4,675,218,714.70325,215.02505
319,5,1062,48,1102.1759,34.458225
319,6,818,434,863.643,426.6944
320,1,100,237,150.8823,247.96718
320,2,215,226,262.6941,234.56818
320,3,368,194,410.80908,199.468
320,4,675,218,714.70325,215.02505
320,5,1062,48,1102.1548,34.416496
320,6,818,434,863.69995,426.6313
321,1,100,237,150.89401,248.07558
321,2,215,226,262.67322,234.77075
321,3,368,194,410.95563,199.62218
321,4,675,218,714.7935,215.03073
321,5,1062,48,1102.1052,34.275387
321,6,818,434,863.4334,426.327
322,1,100,237,151.0213,247.63083
322,2,215,226,262.67206,234.26222
322,3,368,194,410.97543,199.11775
322,4,675,218,714.7075,214.49481
322,5,1062,48,1102.1511,33.61572
322,6,818,434,863.67975,425.93832
323,1,100,237,151.2331,247.81854
323,2,215,226,262.94067,234.39394
323,3,368,194,411.2611,199.24982
323,4,675,218,715.0558,214.41881
323,5,1062,48,1102.7546,33.892536
323,6,818,434,863.66437,426.11874
324,1,100,237,151.13736,247.82745
324,2,215,226,262.8244,234.40427
324,3,368,194,411.03656,199.2944
324,4,675,218,714.7901,214.47488
324,5,1062,48,1102.203,34.13416
324,6,818,434,863.7801,425.9837
325,1,100,237,151.46057,247.1814
325,2,215,226,263.26373,234.08237
325,3,368,194,411.81683,199.02907
325,4,675,218,715.5929,214.44545
325,5,1062,48,1102.8557,34.0337
325,6,818,434,864.0406,425.68863
326,1,100,237,151.09143,247.11345
326,2,215,226,262.91663,233.93047
326,3,368,194,411.50076,198.96156
326,4,675,218,715.1802,214.2772
326,5,1062,48,1102.7499,34.19775
326,6,818,434,863.8546,425.84338
327,1,100,237,150.7734,247.35336
327,2,215,226,262.76315,234.016
327,3,368,194,411.32483,198.82426
327,4,675,218,715.18384,214.30125
327,5,1062,48,1102.4459,34.13909
327,6,818,434,863.885,425.92395
328,1,100,237,150.77838,247.3819
328,2,215,226,262.74643,234.02718
328,3,368,194,411.36307,198.8924
328,4,675,218,715.21454,214.31497
328,5,1062,48,1102.5275,34.16676
328,6,818,434,864.2275,425.8344
329,1,100,237,151.4046,247.80052
329,2,215,226,263.0901,234.29533
329,3,368,194,411.6842,199.31007
329,4,675,218,715.7636,214.70085
329,5,1062,48,1102.6709,34.26569
329,6,818,434,864.4687,425.83304
330,1,100,237,151.24754,247.32861
330,2,215,226,263.16855,234.02173
330,3,368,194,411.82837,198.9032
330,4,675,218,715.8622,214.5848
330,5,1062,48,1102.7714,33.959377
330,6,818,434,864.5509,425.78574
331,1,100,237,151.29959,247.07498
331,2,215,226,263.19,233.93423
331,3,368,194,411.8338,198.86038
331,4,675,218,715.6503,214.40656
331,5,1062,48,1102.7983,34.026577
331,6,818,434,864.643,425.61673
332,1,100,237,151.29791,247.06903
332,2,215,226,263.18756,233.95078
332,3,368,194,411.9629,198.90073
332,4,675,218,715.668,214.4989
332,5,1062,48,1102.7458,34.144226
332,6,818,434,864.6566,425.7434
333,1,100,237,151.25027,246.83812
333,2,215,226,263.08966,233.47495
333,3,368,194,411.92297,198.33
333,4,675,218,715.9681,213.99188
333,5,1062,48,1102.7673,33.949196
333,6,818,434,864.8351,425.09747
334,1,100,237,151.2119,246.9952
334,2,215,226,263.21857,233.6937
334,3,368,194,411.81232,198.80258
334,4,675,218,715.66125,214.27461
334,5,1062,48,1102.3512,34.135227
334,6,818,434,864.6591,425.58173
335,1,100,237,151.43117,247.02467
335,2,215,226,263.33475,233.81155
335,3,368,194,412.2082,198.75331
335,4,675,218,715.94885,214.24614
335,5,1062,48,1103.0161,34.109127
335,6,818,434,864.958,425.6269
336,1,100,237,151.19983,246.96098
336,2,215,226,263.27838,233.75449
336,3,368,194,412.08322,198.76033
336,4,675,218,715.8588,214.38478
336,5,1062,48,1102.9052,34.414066
336,6,818,434,864.4359,425.81503
337,1,100,237,151.2374,246.8117
337,2,215,226,263.23138,233.69966
337,3,368,194,412.04642,198.74536
337,4,675,218,715.8817,214.32338
337,5,1062,48,1102.9711,34.732517
337,6,818,434,864.2165,425.82773
338,1,100,237,151.05035,246.70114
338,2,215,226,263.14377,233.54239
338,3,368,194,412.2668,198.66171
338,4,675,218,715.9384,214.24863
338,5,1062,48,1102.9135,34.986904
338,6,818,434,864.4042,425.61716
339,1,100,237,150.35632,246.25151
339,2,215,226,262.67035,233.05681
339,3,368,194,411.83572,198.18051
339,4,675,218,715.98096,214.18073
339,5,1062,48,1102.4757,34.80829
339,6,818,434,864.1582,425.4756
340,1,100,237,150.41714,246.37306
340,2,215,226,262.7902,233.37846
340,3,368,194,411.9753,198.52005
340,4,675,218,715.993,214.34995
340,5,1062,48,1102.4783,35.274403
340,6,818,434,864.52026,425.8079
341,1,100,237,150.86725,246.59335
341,2,215,226,263.05774,233.35948
341,3,368,194,412.0027,198.43584
341,4,675,218,716.116,214.2509
341,5,1062,48,1102.8308,35.029892
341,6,818,434,864.5351,425.9819
342,1,100,237,150.88737,246.49472
342,2,215,226,263.30856,233.11551
342,3,368,194,412.24084,198.18959
342,4,675,218,716.4321,214.00533
342,5,1062,48,1102.9052,34.499664
342,6,818,434,864.2269,425.73044
343,1,100,237,149.31064,246.24129
343,2,215,226,262.11993,233.0698
343,3,368,194,412.16614,198.13503
343,4,675,218,716.14124,214.20436
343,5,1062,48,1102.9935,35.17474
343,6,818,434,862.6275,425.6557
344,1,100,237,148.63313,246.9334
344,2,215,226,261.92404,233.40823
344,3,368,194,412.88623,198.63322
344,4,675,218,717.2723,214.99852
344,5,1062,48,1102.975,36.961433
344,6,818,434,862.65094,426.37994
345,1,100,237,145.67166,245.14427
345,2,215,226,260.00433,231.98695
345,3,368,194,412.03964,197.29132
345,4,675,218,717.36975,214.5097
345,5,1062,48,1101.3799,38.265804
345,6,818,434,861.72107,425.04196
346,1,100,237,140.27417,244.10948
346,2,215,226,255.25412,231.13397
346,3,368,194,408.5007,196.67934
346,4,675,218,714.7716,214.77339
346,5,1062,48,1096.9653,39.8561
346,6,818,434,859.2379,425.0495
347,1,100,237,134.2893,243.06685
347,2,215,226,249.6801,230.16214
347,3,368,194,403.48047,195.67828
347,4,675,218,710.21716,214.16496
347,5,1062,48,1091.0258,40.621178
347,6,818,434,855.3358,424.68735
348,1,100,237,130.19536,242.992
348,2,215,226,245.72623,230.08524
348,3,368,194,399.45367,195.59924
348,4,675,218,706.8665,214.69333
348,5,1062,48,1086.1788,41.29156
348,6,818,434,852.74774,424.99457
349,1,100,237,128.75955,243.10251
349,2,215,226,243.90196,230.10678
349,3,368,194,397.24866,195.67221
349,4,675,218,704.7118,214.73102
349,5,1062,48,1083.4526,40.98519
349,6,818,434,851.3927,424.89154
350,1,100,237,128.62851,243.23425
350,2,215,226,243.42577,230.15288
350,3,368,194,396.35938,195.64995
350,4,675,218,703.2271,213.9445
350,5,1062,48,1082.6616,39.384087
350,6,818,434,850.28,424.60474
351,1,100,237,128.89648,243.82898
351,2,215,226,243.42816,230.63805
351,3,368,194,395.81186,195.91864
351,4,675,218,702.38495,213.60757
351,5,1062,48,1082.4911,38.333263
351,6,818,434,849.52826,424.17337
352,1,100,237,129.03278,243.76767
352,2,215,226,243.48666,230.54951
352,3,368,194,395.66022,195.85933
352,4,675,218,701.9531,213.5763
352,5,1062,48,1082.4509,37.636414
352,6,818,434,849.1228,424.01978
353,1,100,237,129.12582,243.72876
353,2,215,226,243.4053,230.44812
353,3,368,194,395.48688,195.6837
353,4,675,218,701.19165,213.23305
353,5,1062,48,1082.4739,37.114216
353,6,818,434,848.57513,424.04404
354,1,100,237,129.11356,243.45491
354,2,215,226,243.40248,230.32295
354,3,368,194,395.2537,195.63383
354,4,675,218,701.09814,213.08917
354,5,1062,48,1082.6384,36.917553
354,6,818,434,848.2247,423.99664
355,1,100,237,129.0939,243.41005
355,2,215,226,243.30562,230.31007
355,3,368,194,394.87076,195.61577
355,4,675,218,700.5275,213.22755
355,5,1062,48,1082.3226,36.90721
355,6,818,434,847.7328,424.2697
356,1,100,237,129.20987,243.2359
356,2,215,226,243.3585,230.11356
356,3,368,194,394.74902,195.43866
356,4,675,218,700.5109,213.19513
356,5,1062,48,1082.3185,36.907932
356,6,818,434,847.5449,424.25568
357,1,100,237,129.2341,243.36266
357,2,215,226,243.27858,230.31891
357,3,368,194,394.66342,195.82411
357,4,675,218,699.8277,213.3659
357,5,1062,48,1081.9193,37.37364
357,6,818,434,847.1509,424.46777
358,1,100,237,129.77989,243.50868
358,2,215,226,243.35742,230.33762
358,3,368,194,394.5813,195.89548
358,4,675,218,699.6861,213.40755
358,5,1062,48,1081.9198,37.370167
358,6,818,434,847.3708,424.6735
359,1,100,237,130.0564,243.50471
359,2,215,226,243.58481,230.57832
359,3,368,194,394.55548,195.93411
359,4,675,218,699.5387,213.44986
359,5,1062,48,1082.113,37.12201
359,6,818,434,847.2047,424.46182
360,1,100,237,129.97687,242.99365
360,2,215,226,243.53766,229.9906
360,3,368,194,394.39886,195.28494
360,4,675,218,699.604,212.98164
360,5,1062,48,1082.1592,36.66035
360,6,818,434,847.02155,423.93665
361,1,100,237,129.93658,243.03143
361,2,215,226,243.37862,230.05359
361,3,368,194,394.50345,195.7311
361,4,675,218,699.22833,213.17874
361,5,1062,48,1082.0778,37.38476
361,6,818,434,846.8507,424.60748
362,1,100,237,129.96957,242.33969
362,2,215,226,243.67113,229.53853
362,3,368,194,394.32855,195.26857
362,4,675,218,699.3978,212.92688
362,5,1062,48,1082.6465,37.399014
362,6,818,434,846.48944,424.34872
363,1,100,237,129.90771,242.42946
363,2,215,226,243.66277,229.62726
363,3,368,194,394.38675,195.24954
363,4,675,218,699.3072,213.18639
363,5,1062,48,1082.6865,37.94505
363,6,818,434,846.7399,424.7884
364,1,100,237,129.79161,242.41214
364,2,215,226,243.36421,229.55515
364,3,368,194,394.09146,195.3352
364,4,675,218,699.11523,213.29369
364,5,1062,48,1082.5153,37.984703
364,6,818,434,846.3265,424.79538
365,1,100,237,130.31519,242.66403
365,2,215,226,243.6668,229.96547
365,3,368,194,394.35022,195.58632
365,4,675,218,699.00275,213.49142
365,5,1062,48,1082.6633,37.918983
365,6,818,434,846.79346,425.18738
366,1,100,237,130.86453,242.73907
366,2,215,226,244.24292,229.74306
366,3,368,194,394.3502,195.36113
366,4,675,218,699.1782,213.12761
366,5,1062,48,1082.8513,37.086994
366,6,818,434,846.9613,424.74164
367,1,100,237,130.79903,243.06119
367,2,215,226,243.89888,230.1698
367,3,368,194,394.07062,195.78093
367,4,675,218,698.77466,213.40118
367,5,1062,48,1082.7013,37.074028
367,6,818,434,846.39667,424.84476
368,1,100,237,131.1528,242.78769
368,2,215,226,244.19054,229.70851
368,3,368,194,394.1356,195.24664
368,4,675,218,698.8995,212.74307
368,5,1062,48,1082.8518,35.882668
368,6,818,434,846.64655,423.86124
369,1,100,237,131.26254,242.80246
369,2,215,226,244.19052,229.7085
369,3,368,194,394.13095,195.24826
369,4,675,218,698.90375,212.51486
369,5,1062,48,1082.9125,35.33962
369,6,818,434,846.5938,423.7638
370,1,100,237,131.3291,242.511
370,2,215,226,244.02766,229.4985
370,3,368,194,394.08978,195.02136
370,4,675,218,698.4288,211.96223
370,5,1062,48,1082.933,34.890182
370,6,818,434,846.2033,423.22327
371,1,100,237,131.27728,242.81117
371,2,215,226,244.10542,229.73117
371,3,368,194,393.93515,195.2296
371,4,675,218,698.32983,212.10387
371,5,1062,48,1082.9445,34.92805
371,6,818,434,846.4315,423.5457
372,1,100,237,131.97403,243.0132
372,2,215,226,244.73906,230.0033
372,3,368,194,394.27756,195.41658
372,4,675,218,698.5889,212.47504
372,5,1062,48,1083.4645,35.118076
372,6,818,434,846.5841,423.7872
373,1,100,237,131.38785,242.91434
373,2,215,226,244.3258,229.84734
373,3,368,194,394.1377,195.35837
373,4,675,218,698.37585,212.15146
373,5,1062,48,1083.4562,35.127487
373,6,818,434,846.18274,423.86252
374,1,100,237,131.23694,241.91252
374,2,215,226,244.22202,228.96118
374,3,368,194,394.12775,194.69742
374,4,675,218,698.4498,211.92976
374,5,1062,48,1083.2863,35.02765
374,6,818,434,845.5808,423.33383
375,1,100,237,131.35153,241.52612
375,2,215,226,244.35242,228.74817
375,3,368,194,394.20837,194.47202
375,4,675,218,698.67535,212.2322
375,5,1062,48,1083.63,35.520824
375,6,818,434,845.786,423.5505
376,1,100,237,131.14084,241.24657
376,2,215,226,244.26762,228.48242
376,3,368,194,394.2394,194.41367
376,4,675,218,698.72675,212.23822
376,5,1062,48,1083.4637,35.848297
376,6,818,434,845.8599,423.59308
377,1,100,237,131.50995,241.20099
377,2,215,226,244.53622,228.48228
377,3,368,194,394.6019,194.31438
377,4,675,218,699.1075,212.07516
377,5,1062,48,1083.8538,35.876408
377,6,818,434,846.12305,423.8682
378,1,100,237,131.00659,241.38387
378,2,215,226,244.23221,228.57147
378,3,368,194,394.2408,194.43195
378,4,675,218,698.6014,212.47124
378,5,1062,48,1083.5103,36.32363
378,6,818,434,845.6621,424.18723
379,1,100,237,131.18675,241.0134
379,2,215,226,244.33531,228.2502
379,3,368,194,394.47107,194.19582
379,4,675,218,698.93066,212.1348
379,5,1062,48,1083.6118,36.14864
379,6,818,434,846.01086,423.95236
380,1,100,237,131.65558,241.18121
380,2,215,226,244.80362,228.35829
380,3,368,194,394.97647,194.2251
380,4,675,218,699.40314,211.81631
380,5,1062,48,1083.8096,36.077454
380,6,818,434,846.7056,423.6575
381,1,100,237,131.66144,241.39322
381,2,215,226,244.95659,228.61967
381,3,368,194,394.85065,194.30717
381,4,675,218,699.3751,211.9346
381,5,1062,48,1083.6898,36.096283
381,6,818,434,846.8648,423.6944
382,1,100,237,131.8447,241.72939
382,2,215,226,245.0106,228.73172
382,3,368,194,394.8305,194.39877
382,4,675,218,699.3374,211.99667
382,5,1062,48,1083.7172,36.035324
382,6,818,434,846.7324,423.7753
383,1,100,237,132.25952,242.01566
383,2,215,226,245.19089,229.16277
383,3,368,194,395.162,194.98491
383,4,675,218,699.596,212.90465
